idx	1_A+B	1_A-B	1_A*B	1_A==B	1/2_A+B	1/2_A-B	1/2_A*B	1/2_A==B	mx_A+B	mx_A-B	mx_A*B	mx_A==B	 
924	78.6521	81.5463	1207.39	2.48585	120.229	81.6116	123.727	7.06779	162.039	93.4025	161.582	11.6437	
925	76.9913	81.06	1208.26	2.48834	120.421	81.6238	123.433	7.29419	162.451	92.5225	161.748	11.4846	
926	78.2275	80.9954	1202.61	2.47083	118.928	84.2879	123.28	7.04915	161.885	93.6954	162.681	12.0787	
927	79.9605	82.2687	1215.05	2.48289	120.303	83.4996	121.957	7.05581	161.189	92.6754	160.789	11.4846	
928	78.3934	81.1655	1209.42	2.49461	120.556	81.8842	122.149	7.04331	162	92.9221	162.072	11.49	
929	79.0079	81.2905	1220	2.5054	121.854	83.878	124.625	7.07796	163.158	93.992	162.987	11.4879	
930	79.5775	81.88	1221.1	2.48748	121.03	83.3342	123.026	7.05128	163.653	93.6013	164.525	11.7962	
931	79.0391	81.87	1223.53	2.50752	121.781	84.5471	124.032	7.08711	163.408	93.7613	162.851	11.5054	
932	79.6079	81.89	1228.99	2.54792	121.592	83.8054	124.031	7.21872	163.151	93.4867	162.602	11.805	
933	79.8776	81.4954	1231.25	2.49705	119.815	85.3271	122.525	7.05787	161.661	93.54	161.438	11.502	
934	78.8979	81.6683	1228.63	2.49628	120.998	84.7366	123.116	7.06376	163.397	93.0142	161.97	11.7842	
935	78.9725	81.8996	1232.62	2.49961	120.65	83.1517	129.691	9.09046	225.545	335.841	419.366	11.5921	
936	79.6075	82.4388	1241.11	2.67791	121.128	82.6342	122.702	7.07295	163.192	98.2567	167.676	11.5258	
937	79.3696	81.5496	1227.99	3.6567	124.963	86.2813	124.204	7.72121	163.584	93.8042	162.295	11.5712	
938	78.9946	80.7854	1235.2	2.52207	120.391	82.8108	123.498	7.08125	162.523	93.4413	162.758	11.5358	
939	79.6296	81.6488	1242.9	2.51621	121.743	85.0808	124.852	7.08045	162.876	93.1133	162.352	11.5424	
940	78.0704	81.54	1239.44	2.51334	120.489	83.8575	124.308	7.0779	163.904	93.7492	162.778	11.532	
941	79.5208	83.0179	1242.97	2.51583	119.925	84.5121	122.341	7.08125	160.926	92.978	161.033	11.5775	
942	77.9975	81.3425	1244.93	2.5188	122.416	83.7175	124.06	7.14079	163.74	93.9996	163.555	11.5754	
943	79.4788	82.0592	1241.87	2.51711	121.006	84.7408	123.042	7.08001	160.831	93.0408	163.238	11.563	
944	79.775	82.2746	1242.57	2.52372	121.257	83.6233	123.647	7.08878	162.461	93.555	162.43	11.5583	
945	80.4441	82.1854	1248.14	2.53666	121.568	84.6629	125.14	7.44875	164.396	93.2575	162.974	11.5454	
946	79.8008	82.2271	1248.35	2.52663	122.177	84.6942	123.975	7.09002	162.86	93.4225	163.413	11.572	
947	79.4996	83.2992	1255.96	2.53885	122.519	84.7067	124.065	7.09251	162.992	93.2929	162.738	11.5617	
948	79.7121	82.4445	1253.62	2.53124	121.775	85.0425	125.015	7.09832	163.153	93.2704	162.903	11.5612	
949	79.7942	82.4171	1261.45	2.54668	120.877	85.0337	123.35	7.10999	162.167	93.2133	162.874	11.5725	
950	78.8329	81.8455	1260.46	2.53382	120.386	85.1995	122.987	7.11002	161.995	93.4	161.636	11.5775	
951	78.9046	81.5733	1266.34	2.54887	121.74	83.6546	125.093	7.10666	162.01	93.3566	161.916	11.6863	
952	79.2383	81.5737	1264.41	2.54331	120.663	85.8467	123.208	7.10501	162.333	93.9575	162.031	11.5875	
953	78.88	81.6929	1264.61	2.54667	120.835	84.6021	125.043	7.11792	164.655	93.5483	163.47	11.5829	
954	80.1162	84.6733	1269.63	2.55247	123.061	85.5395	124.648	7.10542	163.311	93.5542	163.73	11.8038	
955	80.66	82.9341	1271.48	2.54873	122.464	86.5346	125.132	7.11662	163.974	93.9925	163.931	11.6104	
956	79.3858	82.7196	1276.03	2.55414	121.528	85.7221	123.834	7.12497	162.039	93.6246	162.369	12.1108	
957	80.4667	83.0938	1280.43	2.55127	121.054	85.8779	123.876	7.12499	163.21	93.6521	162.063	11.6096	
958	80.4446	83.18	1285.45	2.55748	123.431	86.0767	125.115	7.12211	163.645	93.7587	164.303	11.6196	
959	80.9388	83.8329	1283.39	2.56914	126.686	103.665	128.717	7.15083	163.958	94.4871	163.551	11.6279	
960	81.0329	83.8042	1287.43	2.56625	121.501	85.928	124.545	7.57708	162.855	93.9038	162.808	11.625	
961	80.7537	83.9933	1290.15	2.56084	121.279	85.9225	123.975	7.13208	163.229	93.8313	162.903	11.6796	
962	80.9138	83.5783	1293.37	2.575	123.306	84.4262	125.33	7.13664	164.065	93.9658	164.696	11.6362	
963	79.7338	82.5246	1292.04	2.5683	122.243	86.2034	124.268	7.13626	163.373	93.9429	163.853	11.6608	
964	79.7417	82.615	1295.58	2.57125	121.767	86.3425	124.116	7.13504	164.554	94.5788	164.808	11.6408	
965	81.09	83.305	1297.19	2.57875	122.306	86.2179	124.481	7.19753	162.938	94.1775	163.518	11.6492	
966	81.0407	84.152	1302.87	2.57337	121.69	86.6175	124.306	7.14747	163.475	94.7125	163.022	11.7087	
967	81.4942	84.4442	1310.45	2.64293	123.299	86.4316	126.407	7.14156	165.105	94.0412	164.542	11.6622	
968	81.3579	84.8604	1311.81	2.58462	122.209	86.4746	124.512	7.14331	163.184	94.7487	163.435	11.6591	
969	80.3142	83.1476	1312.24	2.58456	123.488	86.66	126.433	7.28009	165.476	94.2709	164.895	11.6616	
970	81.6554	84.32	1310.27	2.59248	123.892	86.9729	126.047	7.15833	164.745	94.7249	164.677	11.6637	
971	81.5558	84.4383	1313.58	2.59461	123.518	86.9496	127.405	7.16003	165.067	94.7104	164.849	11.6854	
972	81.8417	84.8371	1318.47	2.5875	122.532	87.5258	125.063	7.16078	163.785	94.36	163.742	11.6809	
973	80.5737	83.2617	1319.44	2.605	123.543	87.6955	125.138	7.15625	163.85	94.3879	164.614	11.6729	
974	80.6304	83.9525	1323	2.59589	122.523	87.0605	125.188	7.21869	164.088	95.0387	163.754	11.6904	
975	80.7645	83.6592	1324.5	2.59998	122.368	87.3541	126.191	7.26202	166.055	95.432	165.162	11.695	
976	81.3275	84.6813	1326.52	2.60545	122.69	87.2363	125.236	7.17414	164.122	95.063	163.678	11.6987	
977	81.9684	84.9475	1331.31	2.60333	122.743	87.6717	125.908	7.16836	164.036	94.6529	164.348	11.7121	
978	83.2733	86.1963	1336.21	2.79082	124.296	87.6492	127.357	7.17171	165.551	95.0329	165.213	11.7071	
979	82.1183	85.2279	1333.7	2.60959	124.207	88.5109	126.944	7.17585	165.883	94.5995	165.255	11.7321	
980	82.2837	85.2154	1337.84	2.61292	124.414	85.3221	127.077	7.18665	165.893	95.7908	165.027	11.7283	
981	82.652	85.4241	1339.61	2.63122	124.547	85.94	127.146	7.18627	166.237	94.8675	165.378	11.7175	
982	82.4992	85.5108	1345.07	2.62292	124.632	88.2383	128.043	7.18461	166.179	94.7475	165.83	11.7233	
983	82.6295	85.4254	1343.7	2.62	124.987	87.8183	127.588	7.18292	165.726	94.9516	166.116	11.7217	
984	82.5671	85.5363	1347.47	2.62541	125.032	85.655	128.368	7.19498	166.284	95.2542	165.73	11.7296	
985	82.685	85.7033	1350.71	2.62585	125.327	87.0613	127.66	7.19456	165.809	95.0459	166.337	11.858	
986	82.7821	85.6925	1352.55	2.64794	124.678	87.8013	127.331	7.9396	165.492	94.8545	166.983	11.7516	
987	82.9059	85.755	1355.74	2.63455	125.105	88.8346	128.408	7.19337	166.062	95.1188	166.33	11.7491	
988	82.9688	85.8534	1357.48	2.63461	125.056	86.975	128.012	7.19792	165.162	95.2196	165.13	11.8141	
989	83.1479	85.5579	1360	2.63461	123.607	88.1179	126.589	7.20209	165.666	96.0658	165.25	11.7508	
990	82.0241	85.1084	1366.28	2.63876	124.298	89.2775	126.724	7.21085	165.923	96.4217	165.491	11.8158	
991	82.0783	84.94	1369.57	2.64827	123.971	88.7021	126.778	7.21212	165.571	95.3229	165.059	11.7626	
992	82.0833	85.3199	1369.39	2.65588	124.747	88.6216	126.828	7.21045	165.194	95.3534	165.508	11.7946	
993	82.75	85.1408	1386.29	2.65082	125.849	86.8729	128.313	7.41045	167.022	95.5833	166.565	11.8208	
994	83.3662	86.5458	1373.84	2.64661	125.46	86.1838	128.447	7.21125	166.446	95.9208	167.424	11.7655	
995	83.5854	86.5262	1378.16	2.66001	124.056	89.1087	128.44	7.20707	165.241	95.6104	165.029	11.78	
996	82.5383	85.4366	1380.82	2.65418	124.016	88.8863	127.024	7.20497	165.881	95.5933	165.318	11.7873	
997	82.723	85.4363	1386.3	2.65633	125.918	89.3162	128.845	7.2183	166.65	95.62	167.75	11.7829	
998	83.7771	86.7104	1383.9	2.66166	125.722	89.1046	129.258	7.35033	166.66	95.6371	166.67	11.7929	
999	83.8904	87.4042	1389.49	2.65905	126	89.2134	129.2	7.21758	167.46	95.8805	166.751	11.7892	
