idx	1_A+B	1_A-B	1_A*B	1_A==B	1/2_A+B	1/2_A-B	1/2_A*B	1/2_A==B	mx_A+B	mx_A-B	mx_A*B	mx_A==B	 
450	38.0446	39.3179	307.048	1.26499	79.5004	45.6667	79.3863	5.79041	123.002	69.6179	122.237	9.28213	
451	38.1192	39.6563	308.397	1.2729	79.6642	45.6888	79.99	5.73626	123.303	69.585	121.633	9.33839	
452	38.3083	39.6233	309.755	1.27417	80.1554	45.7763	79.5425	5.74375	123.281	69.8217	121.689	9.29418	
453	38.4888	39.6337	311.659	1.27584	79.7654	45.9496	79.7016	5.75085	122.777	70.1754	122.203	9.31123	
454	39.0037	39.7396	310.432	1.27795	80.3592	45.7808	79.775	5.74747	122.951	69.815	121.385	9.31	
455	38.4904	40.0559	312.802	1.28498	80.5629	46.1466	80.0025	5.9763	123.635	69.6579	121.697	9.31583	
456	38.6341	39.9604	313.933	1.28462	80.0804	45.9813	80.3	5.7946	123.254	69.6433	122.198	9.69795	
457	39.1104	40.0092	315.723	1.28582	80.4446	46.012	80.3825	5.84784	124.055	70.1483	122.271	9.32294	
458	38.9041	40.0913	317.45	1.28582	80.1309	46.1371	81.5159	5.78462	123.923	69.9396	122.257	9.33205	
459	38.2684	39.6212	317.039	1.29421	80.4284	46.4484	80.3363	5.94628	124.879	70.2171	408.572	13.1779	
460	62.1562	41.6288	319.669	1.29256	80.9629	46.2154	81.4017	5.78411	124.259	70.2092	122.617	9.33377	
461	39.0562	40.4679	320.523	1.29585	80.6367	46.1883	80.595	5.78288	125.041	69.9933	122.913	9.34331	
462	39.0617	40.3146	323.391	1.33049	81.5792	46.2246	80.9125	5.81291	124.731	70.7304	122.317	9.36085	
463	40.7346	40.6308	321.724	1.30621	81.7562	46.2366	81.58	5.80291	124.116	70.4596	122.726	9.36087	
464	39.5791	40.7241	322.724	1.30163	81.185	46.3213	81.1712	5.81121	124.084	70.2137	125.739	9.36833	
465	39.3033	40.85	323.944	1.29999	81.8641	47.2821	82.1846	5.80792	125.553	70.7087	123.077	9.42413	
466	39.6679	40.8842	325.483	1.31001	80.7692	46.3788	80.5071	5.82332	123.92	70.2929	122.279	9.35953	
467	39.53	40.7833	328.976	1.31045	81.0354	46.6191	80.7571	5.81462	123.799	71.3804	122.534	9.38833	
468	39.5929	40.9996	329.957	1.31501	80.79	46.6229	81.565	5.80541	123.825	70.4942	122.591	9.3675	
469	39.6054	41.0571	332.107	1.31127	81.6913	46.6783	80.9967	5.81792	124.248	70.3608	122.89	9.37665	
470	39.7317	41.1125	333.057	1.32413	81.2696	46.5804	81.0125	6.33331	124.297	70.3192	123.337	9.4325	
471	39.7937	41.215	334.199	1.32542	81.2154	46.6292	81.0588	5.83916	124.208	71.1017	122.737	9.39082	
472	39.9371	41.2767	335.497	1.32454	81.1171	46.7754	81.2754	5.82669	124.604	70.5717	122.819	9.39175	
473	40.03	41.4654	336.91	1.3304	81.3463	46.7729	81.4458	5.83164	124.569	70.6217	123.594	9.39376	
474	40.1029	42.2292	337.691	1.33086	81.4017	46.7575	82.1587	5.84759	125.4	70.6833	122.932	9.40247	
475	39.6558	40.9675	339.359	1.33293	82.0846	47.1817	82.2901	5.84505	124.521	70.7675	123.537	9.40625	
476	39.8191	41.4925	340.15	1.33464	81.6909	47.0025	81.6187	5.95508	125.419	70.8279	123.376	9.40613	
477	39.7092	41.3817	342.536	1.33335	81.6916	47.0025	81.8463	5.8587	124.801	70.7533	123.321	9.41269	
478	40.1413	41.7871	342.913	1.33377	81.7796	47.0625	81.7346	5.86329	125.356	71.0596	123.529	9.41961	
479	39.8775	41.2591	345.12	1.34125	81.9204	47.1175	81.7821	5.86211	124.828	71.0992	123.517	9.42832	
480	40.7321	42.7567	344.424	1.33874	82.7217	47.1642	82.5662	5.89459	126	70.9983	124.109	9.53457	
481	41.0605	42.0229	345.379	1.34832	82.8009	47.1713	82.6979	5.875	125.361	71.0492	123.969	9.44125	
482	41.2409	42.7779	347.532	1.34457	83.0908	47.3825	83.0325	5.87581	125.652	71.2159	124.098	9.44212	
483	40.8167	43.0258	349.201	1.35248	82.7883	47.6271	82.6767	5.90755	125.39	71.3505	123.4	9.44037	
484	40.3021	41.7842	351.013	1.35794	82.2525	47.3496	82.5159	5.90625	125.047	71.0925	124.255	9.44955	
485	41.2808	42.4613	351.686	1.36413	82.6296	47.4534	83.1521	5.89869	125.858	71.3108	124.51	9.45335	
486	41.4425	42.5783	352.659	1.35635	83.2092	47.4637	83.9125	5.89795	125.978	71.4525	124.391	9.45251	
487	41.1117	42.5579	353.886	1.35915	83.1729	47.4829	83.0621	5.92162	125.895	71.2187	125.041	9.45538	
488	41.2063	42.6812	355.618	1.36205	83.4163	47.74	83.7388	5.90452	126.626	71.6154	124.666	9.46374	
489	41.2338	42.8971	356.747	1.36291	83.2717	47.7371	83.4741	5.91279	126.362	71.4096	124.765	9.46417	
490	41.5229	43.0117	358.6	1.36749	82.5238	48.0537	82.5054	5.91379	125.688	71.3758	124.353	9.46712	
491	41.5087	43.0587	361.367	1.36994	82.7454	47.7388	82.54	5.92707	125.803	71.9262	124.403	9.48292	
492	41.5675	43.178	363.309	1.37371	83.3337	47.8725	82.8379	6.05628	125.598	71.4438	124.625	9.47957	
493	41.6463	43.0675	363.995	1.38543	82.8804	47.7679	82.6883	5.9334	126.062	71.8737	124.627	9.4779	
494	41.9425	43.2563	365.547	1.41542	83.325	47.8087	82.8617	5.94701	126.226	72.1063	125.17	9.49832	
495	41.6587	42.6742	364.996	1.38997	82.8379	47.8	83.1604	5.93206	127.366	71.5521	124.622	9.49541	
496	41.9171	43.3446	368.998	1.38253	83.125	48.0088	83.1108	6.05752	125.909	71.8188	124.917	9.49833	
497	42.0129	44.1342	369.334	1.43709	83.0783	47.9617	83.1263	5.93625	126.331	71.8116	124.955	9.49916	
498	42.1091	43.5729	372.078	1.39123	83.1438	47.9612	83.3333	5.94085	126.273	71.9492	125.23	9.50754	
499	42.2463	43.6638	372.187	1.39166	84.2296	48.1796	84.6175	5.95082	127.168	71.9754	125.635	9.52171	
500	42.2491	43.8459	372.28	1.3908	83.9013	48.0746	83.9129	5.95166	127.115	71.8558	126.36	9.52831	
501	42.4409	43.8179	373.014	1.39619	84.4758	48.0529	83.9112	5.97085	126.993	72	126.052	9.55789	
502	42.5654	44.4621	375.21	1.40121	84.2291	48.5458	84.495	5.95747	128.142	72.8725	126.377	9.52629	
503	42.5492	44.0588	378.348	1.39961	84.625	48.6821	84.8221	5.95461	127.565	72.1921	126.15	9.5366	
504	42.7967	44.4633	377.381	1.40713	85.0534	48.6716	84.0767	5.96791	127.192	72.1713	125.235	9.63001	
505	42.0892	43.4908	379.304	1.40205	83.725	48.58	83.6883	5.97004	127.08	72.0713	126.529	9.53585	
506	42.1958	43.77	381.825	1.40838	83.7721	48.6979	84.26	5.98284	127.125	72.1788	125.66	9.54334	
507	42.3104	43.5971	382.748	1.41257	84.0287	48.5976	83.8558	5.97252	126.879	72.4813	127.132	9.68297	
508	42.2817	43.7725	384.446	1.41493	84.6508	48.8062	84.2913	5.97913	127.319	72.3279	125.819	9.56462	
509	42.6187	43.8912	386.556	1.41573	84.1679	48.9075	84.1138	5.98122	127.484	72.9175	127.027	9.61542	
510	43.1991	45.5805	393.195	1.42022	84.3241	48.8975	84.3075	5.9892	127.24	72.4063	126.032	9.90256	
511	43.3095	44.6417	390.111	1.42664	85.1504	49.4558	85.4259	5.99249	128.424	72.5158	126.616	9.5742	
512	43.2525	44.7641	388.808	1.42222	85.3954	49.1554	85.0587	6.00333	127.925	73.5654	127.552	9.64501	
513	42.7225	44.7625	392.371	1.4287	86.0063	50.1025	85.6	6.01872	127.988	72.7509	126.664	9.57543	
514	43.4179	44.9308	392.338	1.4425	85.3025	49.3071	85.4671	6.0054	128.682	72.8175	126.991	9.58292	
515	43.742	45.0254	394.895	1.43248	84.6313	49.7725	84.6421	6.00748	129.575	73.0233	127.107	9.66587	
516	43.74	45.2408	397.32	1.43246	85.3659	49.4362	85.1458	5.99708	127.764	72.6442	126.222	9.59672	
517	43.7075	45.1863	398.581	1.44537	85.6121	49.4049	84.6958	6.00168	127.925	73.0383	126.45	9.60206	
518	43.75	45.3871	399.42	1.44291	84.745	49.7871	84.995	6.00416	127.72	73.02	126.502	9.59536	
519	43.8721	45.6838	400.91	1.44085	84.9642	49.7308	85.1538	6.00581	128.289	72.9721	126.852	9.60626	
520	44.1388	45.3813	402.547	1.44663	85.0975	49.9371	85.1279	6.01253	127.92	72.8429	127.245	9.61037	
521	43.9712	45.6687	403.981	1.44713	85.7225	49.7379	85.1979	6.01918	128.101	73.0338	126.781	9.62294	
522	44.1921	45.6996	404.869	1.44833	85.2262	49.9004	85.1346	6.0191	129.11	73.0379	126.972	9.6225	
523	44.3154	45.6859	406.691	1.45251	85.6079	49.8988	86	6.02124	128.39	72.8979	128.207	9.64208	
524	43.7458	45.1292	405.402	1.45913	85.4991	50.212	85.2975	6.02082	128.218	73.1954	126.883	9.68498	
525	44.2771	45.1983	409.176	1.45877	85.2608	50.2675	85.3733	6.01799	128.396	73.5834	127.097	9.62917	
526	43.9429	45.3258	410.386	1.46043	85.6792	50.3121	85.8187	6.03381	128.463	73.8137	127.702	9.6429	
527	44.6058	45.4062	411.803	1.47125	85.5266	50.2709	86.2817	6.02749	128.567	73.2162	127.287	9.63872	
528	43.9417	45.4746	413.874	1.46584	86.0079	50.3046	85.7996	6.03201	129.103	73.6604	127.448	9.64165	
529	44.6604	46.1962	415.752	1.46672	85.6933	50.3854	85.8767	6.03506	128.517	73.7425	127.353	9.65541	
530	45.3312	46.32	417.165	1.47084	85.9816	50.8416	86.515	6.04218	128.863	73.3296	127.33	9.65462	
531	45.0208	46.3604	418.437	1.46955	85.9417	51.2396	86.6205	6.04301	130.059	73.6759	128.225	9.66494	
532	44.4108	45.7638	418.097	1.47878	86.3395	50.8742	86.255	6.04336	129.516	73.7658	127.993	9.66416	
533	45.6337	46.5546	418.224	1.48038	86.8288	50.7125	87.3604	6.03624	129.472	73.3346	127.98	9.6741	
534	45.0542	46.545	420.125	1.61124	86.8204	50.7508	87.2571	6.04501	129.779	74.0695	128.768	9.67078	
535	45.345	46.7313	423.644	1.48093	87.0987	50.9217	87.3675	6.05042	130.044	73.7467	128.637	9.67088	
536	46.0526	46.7271	424.348	1.48746	87.415	51.0141	88.1012	6.04998	129.958	73.8721	128.806	9.68163	
537	45.5817	46.8775	425.504	1.48838	86.5595	51.1512	86.6975	6.05088	129.658	73.8442	128.75	9.68665	
538	45.0767	46.3471	428.661	1.48914	86.7242	51.3662	86.6813	6.05999	129.384	73.7046	128.344	9.6921	
539	44.8554	46.3521	429.244	1.49457	86.7829	52.0496	86.9546	6.05915	129.612	74.0004	128.191	9.69582	
540	45.0858	46.7758	430.897	1.49708	86.6179	51.4371	86.7313	6.06585	130.006	74.2329	128.358	9.70244	
541	45.5467	46.6276	432.988	1.5037	86.6129	51.9917	86.9733	6.06628	129.643	74.1092	129.215	9.71377	
542	45.7475	47.2833	432.408	1.50002	88.2471	51.3096	87.8829	6.07877	130.45	73.7738	128.925	9.71662	
543	45.8662	47.4425	435.559	1.50249	87.67	51.4142	87.9192	6.07209	130.933	73.94	129.288	9.71251	
544	45.9725	47.6087	436.684	1.50874	87.8617	51.4237	87.9659	6.06752	130.644	74.6359	129.413	9.8234	
545	46.0166	48.2429	437.473	1.50708	88.0233	51.9513	88.0058	6.12376	130.853	74.155	129.414	9.72379	
546	46.8454	47.6895	439.021	1.5121	87.5529	51.8883	87.7508	6.0725	129.985	74.1112	129.046	9.72412	
547	45.6379	47.0321	442.173	1.51458	87.6871	51.945	87.4662	6.07791	130.667	74.2788	128.82	9.72913	
548	45.6017	47.0792	443.473	1.51662	87.2412	51.99	87.61	6.07789	130.431	74.2446	129.607	9.73249	
549	45.7575	47.4734	444.632	1.53167	87.7821	52.4704	87.8613	6.53542	131.343	74.3763	129	9.7404	
550	46.1138	47.6796	446.358	1.53634	87.8858	52.3042	87.8346	6.09754	130.98	75.2558	129.697	9.75086	
551	47.0267	48.075	448.919	1.52796	87.5729	52.1666	88.0625	6.08584	130.452	75.2146	129.712	9.75838	
552	46.5642	48.3371	450.97	1.52626	87.5729	52.4713	87.9175	6.22371	130.881	74.3596	129.334	9.75161	
553	47.2992	48.2938	451.583	1.53415	87.6121	52.8912	88.1762	6.09085	130.78	74.4592	129.795	9.75204	
554	46.8233	48.8133	453.293	1.53296	87.8729	52.395	88.0138	6.09627	131.262	74.318	129.48	9.76998	
555	46.885	48.4996	455.281	1.54004	89.1	52.5971	89.2975	6.09795	131.445	75.4125	130.301	9.77336	
556	47.0267	48.4867	453.035	1.55251	88.9221	52.4525	89.1129	6.09622	131.575	74.7087	130.759	9.76915	
557	47.51	48.7371	455.285	1.53586	89.1279	53.4729	89.3337	6.09744	131.769	74.6608	130.438	9.77787	
558	47.1017	48.6846	456.811	1.5483	89.1125	52.8479	89.4167	6.10455	132.188	74.8046	134.826	10.4108	
559	47.2184	48.9579	458.911	1.54709	88.9225	53.0067	89.0392	6.17208	131.74	74.5804	131.21	9.79141	
560	47.2592	48.8488	460.611	1.54086	88.4408	52.9809	88.7416	6.11585	131.255	74.7079	130.137	9.78843	
561	47.3129	49.395	464.207	1.5492	88.3821	53.4908	88.6387	6.11083	131.048	74.9029	129.756	9.80171	
562	46.9375	48.3341	465.435	1.54998	88.5625	53.0654	89.3813	6.12087	131.844	75.1867	130.119	9.79743	
563	46.7946	48.4975	466.762	1.55044	88.6058	53.2621	89.4867	6.24129	132.26	75.5483	130.658	9.80708	
564	47.7517	49.5979	466.664	1.5558	89.5979	53.3987	89.7133	6.16667	131.981	75.0987	131.488	9.82004	
565	47.8134	49.2579	467.395	1.5596	90.0154	53.1025	89.8621	6.12375	132.184	75.5421	131.324	9.82624	
566	47.7475	49.5621	470.294	1.56292	89.9224	53.2096	90.4834	6.12545	133.007	75.1516	131.15	9.82087	
567	47.9563	49.4475	470.84	1.56123	89.8391	53.3084	90.0096	6.13588	132.902	75.2354	131.112	9.82743	
568	48.6487	49.5413	473.804	1.56375	89.8654	53.6271	90.2616	6.13417	132.821	75.0737	131.939	9.83203	
569	48.075	49.6554	476.36	1.57336	88.9658	53.6583	89.5479	6.1354	132.075	75.3238	130.881	9.8437	
570	47.895	49.1654	477.39	1.57037	89.1325	53.9758	89.5738	6.1388	131.86	75.3537	130.638	9.83792	
571	47.5587	49.0717	479.577	1.57164	89.3117	53.8808	90.095	6.13373	132.099	75.3746	131.099	9.83967	
572	47.6092	49.3133	480.446	1.57541	89.4008	53.9808	89.7638	6.14382	132.585	75.2816	131.143	9.8475	
573	48.3725	50.1308	483.239	1.58002	89.3712	54.0217	89.7425	6.14242	132.093	75.4433	131.317	9.9025	
574	48.4067	50.1241	484.55	1.57914	89.4937	54.2341	89.7796	6.14463	132.246	76.0833	130.91	9.86919	
575	48.5688	50.1462	484.788	1.58247	89.9912	54.2971	89.8412	6.14827	132.273	75.5892	131.102	9.8671	
576	48.6721	50.2912	487.775	1.58959	90.2358	54.2891	91.3946	6.27712	133.084	75.5483	131.55	9.86703	
577	49.0954	50.3892	487.728	1.59335	90.8062	54.5387	90.9517	6.30827	133.756	75.5346	132.072	9.87376	
578	48.97	50.45	488.364	1.5929	91.1538	54.4725	91.015	6.15418	133.246	75.7254	132.489	9.87461	
579	49.0479	50.5542	490.194	1.59337	90.6396	54.5546	91.7354	6.15748	133.315	75.7704	133.112	9.87792	
580	48.9846	50.6317	491.096	1.59537	91.2542	54.2275	91.1233	6.16465	133.776	75.8708	131.949	9.88002	
581	49.0351	51.3379	492.603	1.5938	90.8387	55.373	91.3963	6.1629	133.893	75.7921	132.353	9.8838	
582	49.1283	50.78	494.537	1.60665	90.8733	54.7287	91.8258	6.16588	134.097	75.9033	132.36	9.89207	
583	49.2196	50.8754	496.687	1.60627	91.4734	54.8525	91.8083	6.1667	134.087	75.89	132.385	9.89664	
584	48.6479	50.3554	499.873	1.60999	90.4288	54.8504	90.8208	6.20163	133.277	75.9025	132.703	9.90458	
585	49.5125	51.3162	502.567	1.60625	90.4284	55.0712	90.8879	6.17376	133.082	76.0875	131.86	9.9033	
586	49.4601	51.1241	503.169	1.61042	90.392	55.0725	91.1413	6.17335	133.096	76.1479	132.112	9.90837	
587	50.2258	51.1433	505.02	1.62001	91.1542	55.1954	90.9054	6.19249	133.518	76.0763	132.39	9.91963	
588	49.705	51.2462	507.61	1.61376	90.5642	55.2962	91.5709	6.18211	133.223	76.1288	133.122	9.92045	
589	49.6691	51.6734	505.868	1.61915	91.8083	55.0271	92.1192	6.18333	135.045	76.1492	133.47	9.92411	
590	49.7571	51.5121	507.115	1.62376	91.6213	55.0312	92.1001	6.18418	134.66	76.3337	133.436	9.92374	
591	50.017	51.5346	510.117	1.64375	91.7925	56.0096	92.3729	6.1975	134.209	76.0992	132.783	9.93669	
592	49.9879	51.6179	509.413	1.63293	91.6684	55.2071	92.2363	6.18834	134.422	76.1392	133.661	9.96084	
593	50.2808	52.1962	513.7	1.62295	92.42	55.4042	92.3667	6.20334	134.332	76.4254	133.481	9.94332	
594	50.05	52.0779	513.406	1.63085	92.528	55.273	92.4438	6.19375	134.612	76.7225	133.349	9.94706	
595	50.3288	52.3409	516.237	1.63835	92.1308	55.8954	92.3792	6.20205	134.525	76.3929	133.568	9.9542	
596	50.4271	51.9483	518.62	1.63457	92.3246	55.425	93.02	6.20423	134.765	76.545	133.497	9.94708	
597	50.3937	52.2188	519.689	1.64338	92.4038	55.9733	93.2397	6.20663	134.728	76.6892	133.615	9.9675	
598	50.543	52.1792	520.92	1.64	92.2562	56.1142	92.7913	6.21663	135.286	76.6867	133.713	9.96579	
599	50.5975	52.3675	523.809	1.64502	92.5217	56.1734	92.9967	6.20709	135.878	76.5058	133.79	9.99503	
600	50.6175	52.4646	524.031	1.64874	92.5208	56.3196	93.0383	6.21	135.135	77.1892	133.874	9.9675	
601	50.4958	52.0821	527.175	1.65161	92.5125	56.8388	93.9116	6.21921	135.533	77.0308	135.782	9.99957	
602	50.7958	53.0337	529.019	1.65458	93.365	56.5091	93.6688	6.21257	136.04	76.9888	135.983	9.98827	
603	51.3438	52.6434	531.374	1.65424	93.3634	56.5517	93.9979	6.21786	135.74	77.2642	135.1	9.99001	
604	51.4596	52.8029	535.84	1.65406	94.5275	56.9412	93.9208	6.46122	137.034	77.3183	134.806	9.99832	
605	51.4413	53.5409	596.119	2.97085	458.858	119.869	110.399	7.36418	157.75	89.8917	135.652	10.5087	
606	50.6308	53.3867	536.948	1.67174	95.15	59.7613	95.1546	6.37628	138.585	78.0084	136.703	10.0633	
607	51.6592	53.41	549.288	1.67331	95.0296	57.1263	94.1529	6.41123	136.685	78.0679	135.324	10.0141	
608	52.1496	52.8783	541.651	1.67791	94.1979	56.8171	94.1379	6.40039	136.657	77.4725	135.388	10.0687	
609	51.0979	53.2763	548.315	1.67461	94.1904	56.5558	95.6966	6.25253	137.327	77.3704	136.405	10.0534	
610	52.685	53.9312	549.918	1.68376	93.5	56.8713	94.7933	6.24291	138.551	78.1104	136.81	10.3108	
611	51.7962	54.4449	551.854	1.67834	92.9367	58.2871	94.33	6.25037	136.702	78.475	136.656	10.2692	
612	52.7179	53.997	550.329	1.69959	93.9546	57.2892	96.0059	6.2704	138.357	78.0596	136.001	10.0333	
613	52.1821	54.2592	555.564	1.69335	94.9317	57.2716	95.3208	6.42709	138.237	78.62	137.102	10.0451	
614	51.5912	54.8929	555.429	1.68876	94.3712	57.9287	95.1904	6.25211	136.767	79.1771	135.563	10.1704	
615	52.0471	54.1696	558.466	1.70291	93.8171	58.3921	94.4192	6.26542	137.521	78.9742	135.836	11.0025	
616	52.3092	53.9808	559.847	1.6933	93.9717	58.0783	95.1317	6.26789	466.307	159.884	139.921	10.5238	
617	52.4058	56.1104	596.254	1.72248	94.8137	58.8571	95.6038	6.25964	137.485	80.1241	137.472	10.1071	
618	51.5829	54.4	562.52	1.69582	93.4896	58.5459	94.9233	6.34209	138.405	79.1142	136.569	10.0654	
619	53.4987	55.2116	564.825	1.70709	94.0437	58.6392	95.8417	6.26544	138.028	79.26	136.984	10.1316	
620	52.925	54.3063	564.035	1.70748	94.0879	59.5563	94.7217	6.28955	138.949	77.66	137.677	10.077	
621	52.6217	54.635	570.292	1.71002	95.8004	58.5858	98.0637	6.27623	138.92	78.3054	136.405	10.1292	
622	53.8279	54.3671	567.014	1.70792	93.4729	58.4808	94.4108	6.28706	136.538	77.835	135.805	10.9287	
623	52.8716	55.2587	566.01	1.71334	95.3063	58.105	95.1609	6.27126	137.862	77.9408	136.338	10.0834	
624	53.2746	54.3934	567.947	1.71037	95.4908	58.59	95.5121	6.28332	138.114	78.0342	136.375	10.1784	
625	52.9338	54.7762	576.354	1.71461	96.2175	59.77	95.6142	6.36784	138.675	79.4041	136.785	10.2375	
626	53.0183	55.7533	574.695	1.71877	94.9525	59.0975	95.7729	6.2796	137.749	78.3129	137.568	10.185	
627	53.7621	55.7875	574.304	1.72666	95.6734	57.8941	95.2708	6.33625	137.354	77.9388	136.729	10.0984	
628	52.9838	54.9183	575.993	1.71876	94.8996	59.3029	95.8858	6.4229	138.41	78.8629	138.795	10.1087	
629	53.9146	55.0455	579.403	1.74368	95.2679	59.2059	96.7666	6.30028	137.205	79.7263	137.901	10.11	
630	53.2662	55.2121	579.251	1.73039	96.1283	58.6125	96.0254	6.74127	138.306	79.6721	137.908	10.1967	
631	53.7237	55.5967	587.194	1.73125	96.6371	58.8808	96.9533	6.50376	139.489	79.8175	138.7	10.1208	
632	53.7167	55.6184	585.832	1.75209	96.3554	59.6392	96.5312	7.03131	139.135	79.457	138.361	10.172	
633	54.0254	55.3988	590.348	1.73747	95.9608	58.8379	96.7738	6.74249	138.843	79.325	138.982	10.1258	
634	54.6638	55.7629	589.789	1.74957	96.265	58.7813	97.1733	6.42456	137.728	79.2646	137.776	10.128	
635	54.6792	56.1713	588.131	1.74832	96.1846	59.7967	96.7621	6.30083	138.827	80.2228	138.836	10.1521	
636	61.0654	66.0829	1083.35	1.75125	94.4392	59.8675	96.4721	6.39041	138.17	78.3295	137.112	10.1945	
637	53.7438	55.5346	600.056	1.75003	96.0313	59.3458	97.1417	6.31912	139.492	81.5496	140.6	10.2	
638	55.1421	56.9583	597.47	1.75752	97.1121	61.1488	97.8196	6.59416	139.723	83.2062	143.004	10.7325	
639	55.9421	55.4391	606.555	1.7579	97.1712	59.1484	97.5512	6.32291	140.074	79.7358	137.661	10.4458	
640	54.6059	56.0366	600.903	1.7575	97.44	59.9959	97.9583	6.64335	139.91	79.7912	138.205	10.6862	
641	53.9874	55.9358	602.053	1.75125	96.7399	60.7262	97.6508	6.33125	140.208	80.1229	138.522	10.1761	
642	54.5583	55.9421	602.427	1.75543	96.6209	59.755	96.9	6.63877	138.691	79.5496	139.311	10.185	
643	54.5738	56.9625	604.241	1.75585	95.9963	59.8717	97.4496	6.32206	138.919	78.9417	137.972	10.2559	
644	53.9395	56.5517	603.87	1.76002	97.0429	60.2242	96.3788	6.81374	137.83	79.1054	138.408	10.1787	
645	55.3271	56.3875	609.863	1.76419	96.9579	60.9754	97.3663	6.33039	140.473	82.3229	139.773	10.2175	
646	55.5916	57.2146	611.099	1.76455	97.003	60.4633	97.5775	6.33001	139.793	78.7521	138.607	10.4188	
647	55.2446	56.677	608.783	1.77174	96.9275	60.5904	97.6546	6.34539	140.551	79.9813	139.142	10.1912	
648	55.1854	56.7859	609.429	1.77036	97.3866	60.343	97.6129	6.33794	138.895	79.0242	138.658	10.1975	
649	54.6592	56.6467	608.682	1.7725	97.5395	60.3487	98.4179	6.34627	139.432	79.9292	138.855	10.1988	
650	55.3625	57.1125	615.515	1.78111	97.7762	60.8771	97.8417	6.34538	141.499	80.0521	139.883	10.2121	
651	56.2484	56.8062	619.399	1.78287	95.76	60.4604	96.473	6.34164	140.535	79.2987	137.752	10.7733	
652	55.0041	57.4762	621.041	1.78803	97.2896	60.7088	98.3521	6.44539	141.295	80.6204	138.803	10.2121	
653	56.2354	57.7271	620.607	1.79013	99.3254	60.0801	99.3062	6.35119	140.385	80.0125	139.157	10.2162	
654	55.037	58.465	622.478	1.78709	96.0658	61.7012	97.0258	6.34796	139.789	79.2004	141.297	10.2295	
655	55.6962	57.2075	627.467	2.41956	101.294	71.0075	105.525	6.41126	172.643	177.104	442.618	10.8995	
656	55.7829	60.7095	681.511	1.80033	97.6275	61.1675	98.9717	6.36583	139.82	80.9084	145.049	10.2296	
657	55.7804	57.9567	627.232	1.79997	98.5617	61.8358	98.3133	6.36081	141.925	81.2554	140.012	10.7058	
658	57.2688	59.8287	637.931	1.80167	97.5017	62.3546	98.8629	6.37626	140.262	80.0683	140.815	10.3167	
659	56.1438	58.4067	633.334	1.80292	98.6471	61.887	99.3025	6.36917	142	80.5738	140.554	10.475	
660	56.4463	58.3346	630.319	1.89583	98.1287	61.3438	98.8258	6.46666	140.372	79.9804	139.579	10.2733	
661	55.8796	57.7596	636.232	1.8079	98.735	60.98	99.1804	6.71999	139.907	79.6709	140.348	10.2629	
662	56.295	57.5017	639.357	1.80498	98.0738	61.9046	99.4192	6.61832	141.05	80.9413	140.452	10.8071	
663	55.6296	58.5325	646.025	1.82333	98.8196	61.682	100.195	6.38165	141.858	80.7329	140.935	10.3687	
664	56.3679	58.5925	642.404	1.81249	97.8342	61.1079	98.5754	6.37668	140.755	80.1854	139.735	10.2975	
665	55.3171	57.58	643.93	1.80997	97.4721	62.1434	98.2671	6.37835	140.71	79.7984	138.985	10.2829	
666	55.3379	57.6375	641.499	1.81164	98.8317	62.6417	99.3216	6.38876	140.545	81.0258	141.623	10.2867	
667	57.2121	59.1658	650.067	1.82789	99.7633	62.0813	100.05	6.43377	142.161	80.653	141.43	10.313	
668	56.8633	59.2995	651.175	1.83288	99.5574	62.1462	99.75	6.64125	142.866	80.9112	141.552	10.8442	
669	56.8975	58.8117	651.502	1.82501	98.795	61.8112	99.9346	6.38375	141.83	80.2042	140.706	10.2904	
670	56.4754	57.9971	657.46	1.82955	99.1892	62.0383	100.284	6.67626	142.661	81.1708	141.952	10.3075	
671	57.1629	59.3601	655.355	2.04753	99.9287	61.6525	100.944	6.42167	142.295	81.0433	141.265	10.3001	
672	57.1309	58.9979	656.387	1.83917	99.9916	62.4129	100.795	6.40882	158.687	95.6296	185.318	10.3801	
673	94.5454	70.6904	1063.4	1.84457	99.2117	62.0238	99.8208	6.41165	141.787	82.3688	149.608	18.5842	
674	65.962	59.8383	660.257	1.84504	99.6967	66.6446	100.21	6.60913	142.393	80.6425	143.285	10.3275	
675	57.4767	60.1758	671.352	1.84456	100.173	62.3525	100.737	6.4138	145.833	80.9088	140.728	10.3409	
676	56.5392	58.8075	665.2	1.85546	99.89	62.7871	100.546	6.62544	141.315	81.0175	142.56	10.3237	
677	56.7087	59.1358	666.227	1.86755	99.5758	63.4621	99.9013	6.68002	142.17	81.8254	141.85	10.3371	
678	58.0716	59.9059	665.269	1.84706	99.1833	62.7641	101.227	6.70957	142.492	80.8675	141.69	10.335	
679	57.2816	58.9509	673.98	1.86119	99.8488	63.6679	99.7471	6.79255	142.163	81.1037	141.843	10.4771	
680	57.6579	60.2583	672.27	1.85538	99.8096	63.2133	100.641	6.44626	144.077	80.8342	141.653	10.3591	
681	57.9537	59.3413	669.433	1.84708	99.8996	63.4259	100.853	6.42125	142.72	81.3929	142.002	10.3459	
682	58.4858	59.5333	671.549	1.85877	99.795	63.2667	100.701	6.42047	142.643	80.8358	141.461	10.3829	
683	57.5163	60.4296	672.402	1.86248	99.7942	63.6533	100.485	6.71499	141.495	80.997	141.076	10.4958	
